  #energies calculated with respect to the asymptotic limit   0.193200822140E-01   in eV
  0.140000000000E+01  0.165903854784E+02
  0.140689426695E+01  0.158770502585E+02
  0.141378853389E+01  0.151670193444E+02
  0.142068280084E+01  0.144616411677E+02
  0.142757706778E+01  0.137622641603E+02
  0.143447133473E+01  0.130702367539E+02
  0.144136560168E+01  0.123869073802E+02
  0.144825986862E+01  0.117136244710E+02
  0.145515413557E+01  0.110517364581E+02
  0.146204840251E+01  0.104025917731E+02
  0.146894266946E+01  0.976753884780E+01
  0.147583693641E+01  0.914792611400E+01
  0.148273120335E+01  0.854510200343E+01
  0.148962547030E+01  0.796041494782E+01
  0.149651973724E+01  0.739492015223E+01
  0.150341400419E+01  0.684829191787E+01
  0.151030827114E+01  0.631979841728E+01
  0.151720253808E+01  0.580870776744E+01
  0.152409680503E+01  0.531428808529E+01
  0.153099107197E+01  0.483580748780E+01
  0.153788533892E+01  0.437253409194E+01
  0.154477960587E+01  0.392373601465E+01
  0.155167387281E+01  0.348868137291E+01
  0.155856813976E+01  0.306663828367E+01
  0.156546240671E+01  0.265687486390E+01
  0.157235667365E+01  0.225865923055E+01
  0.157925094060E+01  0.187125950058E+01
  0.158614520754E+01  0.149394379097E+01
  0.159303947449E+01  0.112598957084E+01
  0.159993374144E+01  0.766963380933E+00
  0.160682800838E+01  0.416769099387E+00
  0.161372227533E+01  0.753296819185E-01
  0.162061654227E+01 -0.257431915761E+00
  0.162751080922E+01 -0.581592737939E+00
  0.163440507617E+01 -0.897229828904E+00
  0.164129934311E+01 -0.120442023294E+01
  0.164819361006E+01 -0.150324099435E+01
  0.165508787700E+01 -0.179376915740E+01
  0.166198214395E+01 -0.207608176639E+01
  0.166887641090E+01 -0.235025586560E+01
  0.167577067784E+01 -0.261636849933E+01
  0.168266494479E+01 -0.287449671187E+01
  0.168955921173E+01 -0.312471754749E+01
  0.169645347868E+01 -0.336712191834E+01
  0.170334774563E+01 -0.360186796720E+01
  0.171024201257E+01 -0.382913418206E+01
  0.171713627952E+01 -0.404909905533E+01
  0.172403054646E+01 -0.426194107943E+01
  0.173092481341E+01 -0.446783874677E+01
  0.173781908036E+01 -0.466697054975E+01
  0.174471334730E+01 -0.485951498079E+01
  0.175160761425E+01 -0.504565053230E+01
  0.175850188119E+01 -0.522555569670E+01
  0.176539614814E+01 -0.539940896639E+01
  0.177229041509E+01 -0.556738883379E+01
  0.177918468203E+01 -0.572967379131E+01
  0.178607894898E+01 -0.588644233136E+01
  0.179297321592E+01 -0.603787187413E+01
  0.179986748287E+01 -0.618410493407E+01
  0.180676174982E+01 -0.632524225381E+01
  0.181365601676E+01 -0.646138211665E+01
  0.182055028371E+01 -0.659262280589E+01
  0.182744455065E+01 -0.671906260482E+01
  0.183433881760E+01 -0.684079979674E+01
  0.184123308455E+01 -0.695793266494E+01
  0.184812735149E+01 -0.707055949273E+01
  0.185502161844E+01 -0.717877856339E+01
  0.186191588539E+01 -0.728268816023E+01
  0.186881015233E+01 -0.738238656654E+01
  0.187570441928E+01 -0.747797206561E+01
  0.188259868622E+01 -0.756954294075E+01
  0.188949295317E+01 -0.765719747526E+01
  0.189638722012E+01 -0.774103154090E+01
  0.190328148706E+01 -0.782112897378E+01
  0.191017575401E+01 -0.789756986262E+01
  0.191707002095E+01 -0.797043429496E+01
  0.192396428790E+01 -0.803980235831E+01
  0.193085855485E+01 -0.810575414022E+01
  0.193775282179E+01 -0.816836972820E+01
  0.194464708874E+01 -0.822772920979E+01
  0.195154135568E+01 -0.828391267252E+01
  0.195843562263E+01 -0.833700020392E+01
  0.196532988958E+01 -0.838707189151E+01
  0.197222415652E+01 -0.843420782282E+01
  0.197911842347E+01 -0.847848808539E+01
  0.198601269041E+01 -0.851999276674E+01
  0.199290695736E+01 -0.855880169770E+01
  0.199980122431E+01 -0.859498589683E+01
  0.200669549125E+01 -0.862860556799E+01
  0.201358975820E+01 -0.865972025260E+01
  0.202048402514E+01 -0.868838949208E+01
  0.202737829209E+01 -0.871467282782E+01
  0.203427255904E+01 -0.873862980124E+01
  0.204116682598E+01 -0.876031995375E+01
  0.204806109293E+01 -0.877980282676E+01
  0.205495535987E+01 -0.879713796168E+01
  0.206184962682E+01 -0.881238489993E+01
  0.206874389377E+01 -0.882560318291E+01
  0.207563816071E+01 -0.883685235203E+01
  0.208253242766E+01 -0.884619194871E+01
  0.208942669460E+01 -0.885368151436E+01
  0.209632096155E+01 -0.885937754045E+01
  0.210321522850E+01 -0.886332084636E+01
  0.211010949544E+01 -0.886554723155E+01
  0.211700376239E+01 -0.886609249320E+01
  0.212389802933E+01 -0.886499242851E+01
  0.213079229628E+01 -0.886228283465E+01
  0.213768656323E+01 -0.885799950882E+01
  0.214458083017E+01 -0.885217824820E+01
  0.215147509712E+01 -0.884485484997E+01
  0.215836936406E+01 -0.883606511133E+01
  0.216526363101E+01 -0.882584482946E+01
  0.217215789796E+01 -0.881422980154E+01
  0.217905216490E+01 -0.880125582477E+01
  0.218594643185E+01 -0.878695869633E+01
  0.219284069880E+01 -0.877137427386E+01
  0.219973496574E+01 -0.875454060667E+01
  0.220662923269E+01 -0.873649850240E+01
  0.221352349963E+01 -0.871728894439E+01
  0.222041776658E+01 -0.869695291599E+01
  0.222731203353E+01 -0.867553140052E+01
  0.223420630047E+01 -0.865306538134E+01
  0.224110056742E+01 -0.862959584178E+01
  0.224799483436E+01 -0.860516376518E+01
  0.225488910131E+01 -0.857981013488E+01
  0.226178336826E+01 -0.855357593422E+01
  0.226867763520E+01 -0.852650214654E+01
