  0.735000008717E-03 -0.217320993543E+00 -0.118739438057E+01
  0.147000001743E-02  0.197078704834E+00  0.111139905453E+01
  0.220500002615E-02  0.191162198782E+00  0.108592844009E+01
  0.294000003487E-02  0.185322761536E+00  0.106063592434E+01
  0.367500004359E-02  0.179559782147E+00  0.103552174568E+01
  0.441000005230E-02  0.173872649670E+00  0.101058590412E+01
  0.514500029385E-02  0.168260797858E+00  0.985828578472E+00
  0.588000006974E-02  0.162723660469E+00  0.961249649525E+00
  0.661499984562E-02  0.157260596752E+00  0.936849415302E+00
  0.734999962151E-02  0.151871174574E+00  0.912627518177E+00
  0.808500032872E-02  0.146554738283E+00  0.888584315777E+00
  0.882000010461E-02  0.141310751438E+00  0.864719569683E+00
  0.955499988049E-02  0.136138722301E+00  0.841033339500E+00
  0.102899996564E-01  0.131038084626E+00  0.817525327206E+00
  0.110250003636E-01  0.126008301973E+00  0.794195711613E+00
  0.117600001395E-01  0.121048897505E+00  0.771044254303E+00
  0.124949999154E-01  0.116159312427E+00  0.748070836067E+00
  0.132299996912E-01  0.111339077353E+00  0.725275456905E+00
  0.139649994671E-01  0.106587640941E+00  0.702657878399E+00
  0.147000001743E-01  0.101904548705E+00  0.680217683315E+00
  0.154349999502E-01  0.972892865539E-01  0.657955050468E+00
  0.161700006574E-01  0.927413403988E-01  0.635869503021E+00
  0.169050004333E-01  0.882602557540E-01  0.613961040974E+00
  0.176400002092E-01  0.838455185294E-01  0.592229247093E+00
  0.183749999851E-01  0.794966518879E-01  0.570673882961E+00
  0.191099997610E-01  0.752132013440E-01  0.549294769764E+00
  0.198449995369E-01  0.709946528077E-01  0.528091549873E+00
  0.205799993128E-01  0.668405517936E-01  0.507063925266E+00
  0.213150009513E-01  0.627504065633E-01  0.486211597919E+00
  0.220500007272E-01  0.587237812579E-01  0.465534269810E+00
  0.227850005031E-01  0.547601729631E-01  0.445031583309E+00
  0.235200002789E-01  0.508591197431E-01  0.424703180790E+00
  0.242550000548E-01  0.470201708376E-01  0.404548704624E+00
  0.249899998307E-01  0.432428419590E-01  0.384567767382E+00
  0.257249996066E-01  0.395266711712E-01  0.364759951830E+00
  0.264599993825E-01  0.358712077141E-01  0.345124900341E+00
  0.271949991584E-01  0.322759747505E-01  0.325662195683E+00
  0.279300007969E-01  0.287405177951E-01  0.306371361017E+00
  0.286650005728E-01  0.252643767744E-01  0.287252068520E+00
  0.294000003487E-01  0.218470841646E-01  0.268303722143E+00
  0.301350001246E-01  0.184881873429E-01  0.249526053667E+00
  0.308699999005E-01  0.151872215793E-01  0.230918422341E+00
  0.316050015390E-01  0.119437277317E-01  0.212480440736E+00
  0.323400013149E-01  0.875724852085E-02  0.194211661816E+00
  0.330750010908E-01  0.562732107937E-02  0.176111489534E+00
  0.338100008667E-01  0.255348812789E-02  0.158179521561E+00
  0.345450006425E-01 -0.464708282379E-03  0.140415176749E+00
  0.352800004184E-01 -0.342772901058E-02  0.122817955911E+00
  0.360150001943E-01 -0.633603380993E-02  0.105387359858E+00
  0.367499999702E-01 -0.919007882476E-02  0.881228223443E-01
  0.374849997461E-01 -0.119903264567E-01  0.710238367319E-01
  0.382199995220E-01 -0.147372363135E-01  0.540898256004E-01
  0.389549992979E-01 -0.174312647432E-01  0.373202487826E-01
  0.396899990737E-01 -0.200728755444E-01  0.207145400345E-01
  0.404249988496E-01 -0.226625222713E-01  0.427212333307E-02
  0.411599986255E-01 -0.252006724477E-01 -0.120075698942E-01
  0.418950021267E-01 -0.276877805591E-01 -0.281251147389E-01
  0.426300019026E-01 -0.301243104041E-01 -0.440811030567E-01
  0.433650016785E-01 -0.325107201934E-01 -0.598761253059E-01
  0.441000014544E-01 -0.348474644125E-01 -0.755107700825E-01
  0.448350012302E-01 -0.371350198984E-01 -0.909856557846E-01
  0.455700010061E-01 -0.393738299608E-01 -0.106301374733E+00
  0.463050007820E-01 -0.415643677115E-01 -0.121458567679E+00
  0.470400005579E-01 -0.437070801854E-01 -0.136457800865E+00
  0.477750003338E-01 -0.458024442196E-01 -0.151299729943E+00
  0.485100001097E-01 -0.478509068489E-01 -0.165984988213E+00
  0.492449998856E-01 -0.498529337347E-01 -0.180514156818E+00
  0.499799996614E-01 -0.518089868128E-01 -0.194887951016E+00
  0.507149994373E-01 -0.537195168436E-01 -0.209106907248E+00
  0.514499992132E-01 -0.555850006640E-01 -0.223171740770E+00
  0.521849989891E-01 -0.574058890343E-01 -0.237083032727E+00
  0.529199987650E-01 -0.591826364398E-01 -0.250841498375E+00
  0.536549985409E-01 -0.609156973660E-01 -0.264447718859E+00
  0.543900020421E-01 -0.626055523753E-01 -0.277902394533E+00
  0.551250018179E-01 -0.642526447773E-01 -0.291206181049E+00
  0.558600015938E-01 -0.658574253321E-01 -0.304359704256E+00
  0.565950013697E-01 -0.674203708768E-01 -0.317363649607E+00
  0.573300011456E-01 -0.689419209957E-01 -0.330218672752E+00
  0.580650009215E-01 -0.704225376248E-01 -0.342925399542E+00
  0.588000006974E-01 -0.718626677990E-01 -0.355484545231E+00
  0.595350004733E-01 -0.732627734542E-01 -0.367896735668E+00
  0.602700002491E-01 -0.746233239770E-01 -0.380162686110E+00
  0.610050000250E-01 -0.759447589517E-01 -0.392282992601E+00
  0.617399998009E-01 -0.772275105119E-01 -0.404258459806E+00
  0.624749995768E-01 -0.784720629454E-01 -0.416089594364E+00
  0.632100030780E-01 -0.796788409352E-01 -0.427777230740E+00
  0.639450028539E-01 -0.808483064175E-01 -0.439321935177E+00
