1.4 -107.69888
1.5 -108.077
1.55 -108.22074
1.6 -108.34025
1.65 -108.43914
1.7 -108.52051
1.75 -108.58699
1.8 -108.64082
1.85 -108.68392
1.9 -108.71791
1.95 -108.7442
2 -108.76398
2.05 -108.77829
2.1 -108.78801
2.11 -108.78947
2.12 -108.79079
2.13 -108.79196
2.14 -108.79299
2.15 -108.7939
2.2 -108.79661
2.25 -108.79684
2.3 -108.79483
2.35 -108.79096
2.4 -108.78568
2.5 -108.77203
2.6 -108.75574
2.7 -108.73812
2.8 -108.7201
2.9 -108.70231
3 -108.68517
3.1 -108.66895
3.2 -108.65383
3.3 -108.63987
3.4 -108.6271
3.5 -108.61551
3.6 -108.60504
3.7 -108.59563
3.8 -108.58717
3.9 -108.57958
4 -108.57277
4.1 -108.56663
4.2 -108.56111
4.3 -108.55611
4.4 -108.55159
4.5 -108.5475
4.6 -108.5438
4.7 -108.54045
4.8 -108.53743
4.9 -108.5347
5 -108.53225
5.2 -108.52809
5.4 -108.52477
5.6 -108.52214
5.8 -108.52008
6 -108.51848
6.5 -108.51585
7 -108.51443
7.5 -108.51364
8 -108.51318
10 -108.51248

