  0.100000000000E+01 -0.474704761488E-08  0.000000000000E+00  0.225344610579E-16
  0.103410393013E+01 -0.378915626211E-06  0.000000000000E+00  0.143577051787E-12
  0.106820786026E+01 -0.138723739529E-06  0.000000000000E+00  0.192442759089E-13
  0.110231179038E+01  0.122335715212E-05  0.000000000000E+00  0.149660272164E-11
  0.113641572051E+01  0.490545253951E-05  0.000000000000E+00  0.240634646174E-10
  0.117051965064E+01  0.162152596131E-04  0.000000000000E+00  0.262934644319E-09
  0.120462358077E+01  0.531236680844E-04  0.000000000000E+00  0.282212411074E-08
  0.123872751090E+01  0.165870480459E-03  0.000000000000E+00  0.275130162877E-07
  0.127283144102E+01  0.480249526131E-03  0.000000000000E+00  0.230639607349E-06
  0.130693537115E+01  0.128595156263E-02  0.000000000000E+00  0.165367142143E-05
  0.134103930128E+01  0.319746430554E-02  0.000000000000E+00  0.102237779852E-04
  0.137514323141E+01  0.740992715668E-02  0.000000000000E+00  0.549070204674E-04
  0.140924716153E+01  0.160443490177E-01  0.000000000000E+00  0.257421135400E-03
  0.144335109166E+01  0.325152829993E-01  0.000000000000E+00  0.105724362852E-02
  0.147745502179E+01  0.617600241810E-01  0.000000000000E+00  0.381430058684E-02
  0.151155895192E+01  0.110066857909E+00  0.000000000000E+00  0.121147132100E-01
  0.154566288205E+01  0.184188909349E+00  0.000000000000E+00  0.339255543273E-01
  0.157976681217E+01  0.289509885798E+00  0.000000000000E+00  0.838159739746E-01
  0.161387074230E+01  0.427302152769E+00  0.000000000000E+00  0.182587129761E+00
  0.164797467243E+01  0.591576024451E+00  0.000000000000E+00  0.349962192705E+00
  0.168207860256E+01  0.766532808588E+00  0.000000000000E+00  0.587572546641E+00
  0.171618253269E+01  0.925962711732E+00  0.000000000000E+00  0.857406943519E+00
  0.175028646281E+01  0.103580468267E+01  0.000000000000E+00  0.107289134064E+01
  0.178439039294E+01  0.106035521760E+01  0.000000000000E+00  0.112435318750E+01
  0.181849432307E+01  0.971370614219E+00  0.000000000000E+00  0.943560870168E+00
