 0.00004328   1   1   1   0     0.000     0.000   1   2   1   0     0.000    70.268   2   0   1   1     0.000    35.517

 0.00008657   1   1   1   0     0.000     0.000   1   2   1   0     0.000    70.422   2   0   1   1     0.000    35.537

 0.00012985   1   1   1   0     0.000     0.000   1   2   1   0     0.000    70.578   2   0   1   1     0.000    35.557

 0.00017313   1   1   1   0     0.000     0.000   1   2   1   0     0.000    70.735   2   0   1   1     0.000    35.577

 0.00021641   1   1   1   0     0.000     0.000   1   2   1   0     0.000    70.892   2   0   1   1     0.000    35.597

 0.00025970   1   1   1   0     0.000     0.000   1   2   1   0     0.000    71.051   2   0   1   1     0.000    35.617

 0.00030298   1   1   1   0     0.000     0.000   1   2   1   0     0.000    71.211   2   0   1   1     0.000    35.637

 0.00034626   1   1   1   0     0.000     0.000   1   2   1   0     0.000    71.372   2   0   1   1     0.000    35.657

 0.00038955   1   1   1   0     0.000     0.000   1   2   1   0     0.000    71.534   2   0   1   1     0.000    35.678

 0.00043283   1   1   1   0     0.000     0.000   1   2   1   0     0.000    71.698   2   0   1   1     0.000    35.698

 0.00047611   1   1   1   0     0.000     0.000   1   2   1   0     0.000    71.862   2   0   1   1     0.000    35.718

 0.00051939   1   1   1   0     0.000     0.000   1   2   1   0     0.000    72.027   2   0   1   1     0.000    35.738

 0.00056268   1   1   1   0     0.000     0.000   1   2   1   0     0.000    72.194   2   0   1   1     0.000    35.759

 0.00060596   1   1   1   0     0.000     0.000   1   2   1   0     0.000    72.362   2   0   1   1     0.000    35.779

 0.00064924   1   1   1   0     0.000     0.000   1   2   1   0     0.000    72.531   2   0   1   1     0.000    35.799

 0.00069253   1   1   1   0     0.000     0.000   1   2   1   0     0.000    72.701   2   0   1   1     0.000    35.820

 0.00073581   1   1   1   0     0.000     0.000   1   2   1   0     0.000    72.872   2   0   1   1     0.000    35.840

 0.00077909   1   1   1   0     0.000     0.000   1   2   1   0     0.000    73.045   2   0   1   1     0.000    35.861

 0.00082237   1   1   1   0     0.000     0.000   1   2   1   0     0.000    73.218   2   0   1   1     0.000    35.881

 0.00086566   1   1   1   0     0.000     0.000   1   2   1   0     0.000    73.394   2   0   1   1     0.000    35.902

 0.00090894   1   1   1   0     0.000     0.000   1   2   1   0     0.000    73.570   2   0   1   1     0.000    35.922

 0.00095222   1   1   1   0     0.000     0.000   1   2   1   0     0.000    73.747   3   0   1  -1     0.000    35.155

 0.00099551   1   1   1   0     0.000     0.000   1   2   1   0     0.000    73.926   2   0   1   1     0.000    35.964

 0.00103879   1   1   1   0     0.000     0.000   1   2   1   0     0.000    74.106   2   0   1   1     0.000    35.984

 0.00108207   1   1   1   0     0.000     0.000   1   2   1   0     0.000    74.288   2   0   1   1     0.000    36.005

 0.00112536   1   1   1   0     0.000     0.000   1   2   1   0     0.000    74.471   2   0   1   1     0.000    36.026

 0.00116864   1   1   1   0     0.000     0.000   1   2   1   0     0.000    74.655   2   0   1   1     0.000    36.046

 0.00121192   1   1   1   0     0.000     0.000   1   2   1   0     0.000    74.841   2   0   1   1     0.000    36.067

 0.00125520   1   1   1   0     0.000     0.000   1   2   1   0     0.000    75.028   3   0   1  -1     0.000    35.291

 0.00129849   1   1   1   0     0.000     0.000   1   2   1   0     0.000    75.216   2   0   1   1     0.000    36.109

 0.00134177   1   1   1   0     0.000     0.000   1   2   1   0     0.000    75.406   2   0   1   1     0.000    36.130

 0.00138505   1   1   1   0     0.000     0.000   1   2   1   0     0.000    75.597   2   0   1   1     0.000    36.151

 0.00142834   1   1   1   0     0.000     0.000   1   2   1   0     0.000    75.790   2   0   1   1     0.000    36.172

 0.00147162   1   1   1   0     0.000     0.000   1   2   1   0     0.000    75.984   2   0   1   1     0.000    36.193

 0.00151490   1   1   1   0     0.000     0.000   1   2   1   0     0.000    76.179   2   0   1   1     0.000    36.214

 0.00155818   1   1   1   0     0.000     0.000   1   2   1   0     0.000    76.377   2   0   1   1     0.000    36.235

 0.00160147   1   1   1   0     0.000     0.000   1   2   1   0     0.000    76.575   2   0   1   1     0.000    36.256

 0.00164475   1   1   1   0     0.000     0.000   1   2   1   0     0.000    76.776   2   0   1   1     0.000    36.278

 0.00168803   1   1   1   0     0.000     0.000   1   2   1   0     0.000    76.978   2   0   1   1     0.000    36.299

 0.00173132   1   1   1   0     0.000     0.000   1   2   1   0     0.000    77.181   2   0   1   1     0.000    36.320

 0.00177460   1   1   1   0     0.000     0.000   1   2   1   0     0.000    77.386   2   0   1   1     0.000    36.341

 0.00181788   1   1   1   0     0.000     0.000   1   2   1   0     0.000    77.593   2   0   1   1     0.000    36.363

 0.00186116   1   1   1   0     0.000     0.000   1   2   1   0     0.000    77.801   2   0   1   1     0.000    36.384

 0.00190445   1   1   1   0     0.000     0.000   1   2   1   0     0.000    78.011   2   0   1   1     0.000    36.406

 0.00194773   1   1   1   0     0.000     0.000   1   2   1   0     0.000    78.223   2   0   1   1     0.000    36.427

 0.00199101   1   1   1   0     0.000     0.000   1   2   1   0     0.000    78.437   2   0   1   1     0.000    36.449

 0.00203430   1   1   1   0     0.000     0.000   1   2   1   0     0.000    78.652   2   0   1   1     0.000    36.470

 0.00207758   1   1   1   0     0.000     0.000   1   2   1   0     0.000    78.869   2   0   1   1     0.000    36.492

 0.00212086   1   1   1   0     0.000     0.000   1   2   1   0     0.000    79.088   2   0   1   1     0.000    36.513

 0.00216414   1   1   1   0     0.000     0.000   1   2   1   0     0.000    79.309   2   0   1   1     0.000    36.535

 0.00220743   1   1   1   0     0.000     0.000   1   2   1   0     0.000    79.531   2   0   1   1     0.000    36.557

 0.00225071   1   1   1   0     0.000     0.000   1   2   1   0     0.000    79.756   2   0   1   1     0.000    36.578

 0.00229399   1   1   1   0     0.000     0.000   1   2   1   0     0.000    79.982   2   0   1   1     0.000    36.600

 0.00233728   1   1   1   0     0.000     0.000   1   2   1   0     0.000    80.211   2   0   1   1     0.000    36.622

 0.00238056   1   1   1   0     0.000     0.000   1   2   1   0     0.000    80.441   2   0   1   1     0.000    36.644

 0.00242384   1   1   1   0     0.000     0.000   1   2   1   0     0.000    80.673   2   0   1   1     0.000    36.666

 0.00246712   1   1   1   0     0.000     0.000   1   2   1   0     0.000    80.908   3   0   1  -1     0.000    35.851

 0.00251041   1   1   1   0     0.000     0.000   1   2   1   0     0.000    81.144   2   0   1   1     0.000    36.709

 0.00255369   1   1   1   0     0.000     0.000   1   2   1   0     0.000    81.382   2   0   1   1     0.000    36.731

 0.00259697   1   1   1   0     0.000     0.000   1   2   1   0     0.000    81.623   2   0   1   1     0.000    36.754

 0.00264026   1   1   1   0     0.000     0.000   1   2   1   0     0.000    81.866   2   0   1   1     0.000    36.776

 0.00268354   1   1   1   0     0.000     0.000   1   2   1   0     0.000    82.111   2   0   1   1     0.000    36.798

 0.00272682   1   1   1   0     0.000     0.000   1   2   1   0     0.000    82.358   2   0   1   1     0.000    36.820

 0.00277010   1   1   1   0     0.000     0.000   1   2   1   0     0.000    82.607   2   0   1   1     0.000    36.842

 0.00281339   1   1   1   0     0.000     0.000   1   2   1   0     0.000    82.859   2   0   1   1     0.000    36.864

 0.00285667   1   1   1   0     0.000     0.000   1   2   1   0     0.000    83.113   2   0   1   1     0.000    36.887

 0.00289995   1   1   1   0     0.000     0.000   1   2   1   0     0.000    83.369   2   0   1   1     0.000    36.909

 0.00294324   1   1   1   0     0.000     0.000   1   2   1   0     0.000    83.627   2   0   1   1     0.000    36.931

 0.00298652   1   1   1   0     0.000     0.000   1   2   1   0     0.000    83.889   2   0   1   1     0.000    36.954

 0.00302980   1   1   1   0     0.000     0.000   1   2   1   0     0.000    84.152   2   0   1   1     0.000    36.976

 0.00307308   1   1   1   0     0.000     0.000   1   2   1   0     0.000    84.418   2   0   1   1     0.000    36.999

 0.00311637   1   1   1   0     0.000     0.000   1   2   1   0     0.000    84.687   2   0   1   1     0.000    37.021

 0.00315965   1   1   1   0     0.000     0.000   1   2   1   0     0.000    84.958   2   0   1   1     0.000    37.044

