           1           1           0           4          -4
           2           1           0           3          -3
           3           1           0           4          -3
           4           1           0           2          -2
           5           1           0           3          -2
           6           1           0           4          -2
           7           1           0           1          -1
           8           1           0           2          -1
           9           1           0           3          -1
          10           1           0           4          -1
          11           1           0           0           0
          12           1           0           1           0
          13           1           0           2           0
          14           1           0           3           0
          15           1           0           4           0
          16           1           0           1           1
          17           1           0           2           1
          18           1           0           3           1
          19           1           0           4           1
          20           1           0           2           2
          21           1           0           3           2
          22           1           0           4           2
          23           1           0           3           3
          24           1           0           4           3
          25           1           0           4           4
          26           1           1           4          -4
          27           1           1           3          -3
          28           1           1           4          -3
          29           1           1           2          -2
          30           1           1           3          -2
          31           1           1           4          -2
          32           1           1           1          -1
          33           1           1           2          -1
          34           1           1           3          -1
          35           1           1           4          -1
          36           1           1           0           0
          37           1           1           1           0
          38           1           1           2           0
          39           1           1           3           0
          40           1           1           4           0
          41           1           1           1           1
          42           1           1           2           1
          43           1           1           3           1
          44           1           1           4           1
          45           1           1           2           2
          46           1           1           3           2
          47           1           1           4           2
          48           1           1           3           3
          49           1           1           4           3
          50           1           1           4           4
          51           1           2           4          -4
          52           1           2           3          -3
          53           1           2           4          -3
          54           1           2           2          -2
          55           1           2           3          -2
          56           1           2           4          -2
          57           1           2           1          -1
          58           1           2           2          -1
          59           1           2           3          -1
          60           1           2           4          -1
          61           1           2           0           0
          62           1           2           1           0
          63           1           2           2           0
          64           1           2           3           0
          65           1           2           4           0
          66           1           2           1           1
          67           1           2           2           1
          68           1           2           3           1
          69           1           2           4           1
          70           1           2           2           2
          71           1           2           3           2
          72           1           2           4           2
          73           1           2           3           3
          74           1           2           4           3
          75           1           2           4           4
          76           1           3           4          -4
          77           1           3           3          -3
          78           1           3           4          -3
          79           1           3           2          -2
          80           1           3           3          -2
          81           1           3           4          -2
          82           1           3           1          -1
          83           1           3           2          -1
          84           1           3           3          -1
          85           1           3           4          -1
          86           1           3           0           0
          87           1           3           1           0
          88           1           3           2           0
          89           1           3           3           0
          90           1           3           4           0
          91           1           3           1           1
          92           1           3           2           1
          93           1           3           3           1
          94           1           3           4           1
          95           1           3           2           2
          96           1           3           3           2
          97           1           3           4           2
          98           1           3           3           3
          99           1           3           4           3
         100           1           3           4           4
         101           1           4           4          -4
         102           1           4           3          -3
         103           1           4           4          -3
         104           1           4           2          -2
         105           1           4           3          -2
         106           1           4           4          -2
         107           1           4           1          -1
         108           1           4           2          -1
         109           1           4           3          -1
         110           1           4           4          -1
         111           1           4           0           0
         112           1           4           1           0
         113           1           4           2           0
         114           1           4           3           0
         115           1           4           4           0
         116           1           4           1           1
         117           1           4           2           1
         118           1           4           3           1
         119           1           4           4           1
         120           1           4           2           2
         121           1           4           3           2
         122           1           4           4           2
         123           1           4           3           3
         124           1           4           4           3
         125           1           4           4           4
         126           2           0           4          -4
         127           2           0           3          -3
         128           2           0           4          -3
         129           2           0           2          -2
         130           2           0           3          -2
         131           2           0           4          -2
         132           2           0           1          -1
         133           2           0           2          -1
         134           2           0           3          -1
         135           2           0           4          -1
         136           2           0           0           0
         137           2           0           1           0
         138           2           0           2           0
         139           2           0           3           0
         140           2           0           4           0
         141           2           0           1           1
         142           2           0           2           1
         143           2           0           3           1
         144           2           0           4           1
         145           2           0           2           2
         146           2           0           3           2
         147           2           0           4           2
         148           2           0           3           3
         149           2           0           4           3
         150           2           0           4           4
         151           3           0           4          -4
         152           3           0           3          -3
         153           3           0           4          -3
         154           3           0           2          -2
         155           3           0           3          -2
         156           3           0           4          -2
         157           3           0           1          -1
         158           3           0           2          -1
         159           3           0           3          -1
         160           3           0           4          -1
         161           3           0           0           0
         162           3           0           1           0
         163           3           0           2           0
         164           3           0           3           0
         165           3           0           4           0
         166           3           0           1           1
         167           3           0           2           1
         168           3           0           3           1
         169           3           0           4           1
         170           3           0           2           2
         171           3           0           3           2
         172           3           0           4           2
         173           3           0           3           3
         174           3           0           4           3
         175           3           0           4           4
         176           2           1           4          -4
         177           2           1           3          -3
         178           2           1           4          -3
         179           2           1           2          -2
         180           2           1           3          -2
         181           2           1           4          -2
         182           2           1           1          -1
         183           2           1           2          -1
         184           2           1           3          -1
         185           2           1           4          -1
         186           2           1           0           0
         187           2           1           1           0
         188           2           1           2           0
         189           2           1           3           0
         190           2           1           4           0
         191           2           1           1           1
         192           2           1           2           1
         193           2           1           3           1
         194           2           1           4           1
         195           2           1           2           2
         196           2           1           3           2
         197           2           1           4           2
         198           2           1           3           3
         199           2           1           4           3
         200           2           1           4           4
         201           3           1           4          -4
         202           3           1           3          -3
         203           3           1           4          -3
         204           3           1           2          -2
         205           3           1           3          -2
         206           3           1           4          -2
         207           3           1           1          -1
         208           3           1           2          -1
         209           3           1           3          -1
         210           3           1           4          -1
         211           3           1           0           0
         212           3           1           1           0
         213           3           1           2           0
         214           3           1           3           0
         215           3           1           4           0
         216           3           1           1           1
         217           3           1           2           1
         218           3           1           3           1
         219           3           1           4           1
         220           3           1           2           2
         221           3           1           3           2
         222           3           1           4           2
         223           3           1           3           3
         224           3           1           4           3
         225           3           1           4           4
         226           2           2           4          -4
         227           2           2           3          -3
         228           2           2           4          -3
         229           2           2           2          -2
         230           2           2           3          -2
         231           2           2           4          -2
         232           2           2           1          -1
         233           2           2           2          -1
         234           2           2           3          -1
         235           2           2           4          -1
         236           2           2           0           0
         237           2           2           1           0
         238           2           2           2           0
         239           2           2           3           0
         240           2           2           4           0
         241           2           2           1           1
         242           2           2           2           1
         243           2           2           3           1
         244           2           2           4           1
         245           2           2           2           2
         246           2           2           3           2
         247           2           2           4           2
         248           2           2           3           3
         249           2           2           4           3
         250           2           2           4           4
         251           3           2           4          -4
         252           3           2           3          -3
         253           3           2           4          -3
         254           3           2           2          -2
         255           3           2           3          -2
         256           3           2           4          -2
         257           3           2           1          -1
         258           3           2           2          -1
         259           3           2           3          -1
         260           3           2           4          -1
         261           3           2           0           0
         262           3           2           1           0
         263           3           2           2           0
         264           3           2           3           0
         265           3           2           4           0
         266           3           2           1           1
         267           3           2           2           1
         268           3           2           3           1
         269           3           2           4           1
         270           3           2           2           2
         271           3           2           3           2
         272           3           2           4           2
         273           3           2           3           3
         274           3           2           4           3
         275           3           2           4           4
         276           2           3           4          -4
         277           2           3           3          -3
         278           2           3           4          -3
         279           2           3           2          -2
         280           2           3           3          -2
