  0.140000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.140660660661E+01 -0.448967939238E-13  0.387899104285E-13  0.345317208323E-13  0.704758728322E-13 -0.244643145723E-13 -0.929781050467E-13  0.871602171973E-14  0.470360976966E-13
  0.141321321321E+01 -0.353101523928E-13  0.396262322943E-13  0.286482889133E-13  0.335737806779E-13 -0.124591455293E-13 -0.736840468664E-13  0.302391616994E-14  0.454794912741E-13
  0.141981981982E+01 -0.595542846211E-14  0.263495943971E-13  0.146703160116E-13 -0.316161603286E-13  0.576852806427E-14 -0.277273314039E-13 -0.129044945547E-14  0.312215678252E-13
  0.142642642643E+01 -0.280196904896E-13  0.548323642265E-13  0.454992440877E-13  0.963029668328E-14 -0.159114507484E-13 -0.101140325647E-12  0.144501282492E-13  0.718000589652E-13
  0.143303303303E+01 -0.650587573316E-13  0.992018804347E-13  0.828696332509E-13  0.875393661172E-13 -0.484025587583E-13 -0.194002661208E-12  0.355442463946E-13  0.123017557652E-12
  0.143963963964E+01 -0.633341479345E-13  0.117165676458E-12  0.801756286845E-13  0.100946563842E-12 -0.528584054216E-13 -0.172647162348E-12  0.451778274643E-13  0.124797603965E-12
  0.144624624625E+01 -0.313177343836E-13  0.109343355059E-12  0.524117872973E-13  0.693233306907E-13 -0.367148724768E-13 -0.549349260855E-13  0.499953817293E-13  0.859999345959E-13
  0.145285285285E+01 -0.894812888565E-14  0.100137292963E-12  0.447684669669E-13  0.783711910721E-13 -0.305008655214E-13  0.558538387179E-13  0.674064887262E-13  0.567554629114E-13
  0.145945945946E+01 -0.265045735490E-14  0.935112757601E-13  0.696152972478E-13  0.159206523888E-12 -0.398826982818E-13  0.117427728440E-12  0.101006519328E-12  0.638373354940E-13
  0.146606606607E+01  0.195321944558E-13  0.664888131708E-13  0.977304737230E-13  0.263987622223E-12 -0.397317959377E-13  0.173467090770E-12  0.136818218530E-12  0.931405934317E-13
  0.147267267267E+01  0.730407441254E-13  0.524448677817E-15  0.103639543384E-12  0.338411846137E-12 -0.101487644058E-13  0.256987770850E-12  0.160350571987E-12  0.119805498932E-12
  0.147927927928E+01  0.122075432685E-12 -0.938566955024E-13  0.964894569978E-13  0.375781172071E-12  0.380042961546E-13  0.322474195595E-12  0.169568317136E-12  0.133297947751E-12
  0.148588588589E+01  0.116049747251E-12 -0.182390526286E-12  0.959941862898E-13  0.391403186255E-12  0.783566615339E-13  0.292128219423E-12  0.170417289211E-12  0.133369444529E-12
  0.149249249249E+01  0.464184174679E-13 -0.223690705608E-12  0.936614951228E-13  0.374058913342E-12  0.965264162587E-13  0.137291063293E-12  0.166692060891E-12  0.116364534710E-12
  0.149909909910E+01 -0.448587233750E-13 -0.184190183621E-12  0.582933670549E-13  0.290745727030E-12  0.938362338413E-13 -0.100368606183E-12  0.157171766517E-12  0.722435591005E-13
