  0.150000000000E+01  0.596056239987E-12  0.000000000000E+00  0.355283041227E-24  0.150000000000E+01  0.000000000000E+00
  0.150651351481E+01  0.733656681596E-12  0.000000000000E+00  0.538252126450E-24  0.150651351481E+01  0.651351480638E-02
  0.151302702961E+01  0.108716047897E-11  0.000000000000E+00  0.118191790703E-23  0.151302702961E+01  0.651351480638E-02
  0.151954054442E+01  0.340272780590E-11  0.000000000000E+00  0.115785565210E-22  0.151954054442E+01  0.651351480638E-02
  0.152605405923E+01  0.460826959741E-11  0.000000000000E+00  0.212361486824E-22  0.152605405923E+01  0.651351480638E-02
  0.153256757403E+01  0.120670672882E-10  0.000000000000E+00  0.145614112937E-21  0.153256757403E+01  0.651351480638E-02
  0.153908108884E+01  0.196149861008E-10  0.000000000000E+00  0.384747679733E-21  0.153908108884E+01  0.651351480638E-02
  0.154559460364E+01  0.428650872660E-10  0.000000000000E+00  0.183741570632E-20  0.154559460364E+01  0.651351480638E-02
  0.155210811845E+01  0.766459616829E-10  0.000000000000E+00  0.587460344229E-20  0.155210811845E+01  0.651351480638E-02
  0.155862163326E+01  0.153139820835E-09  0.000000000000E+00  0.234518047255E-19  0.155862163326E+01  0.651351480638E-02
  0.156513514806E+01  0.282438588913E-09  0.000000000000E+00  0.797715565072E-19  0.156513514806E+01  0.651351480638E-02
  0.157164866287E+01  0.539860568404E-09  0.000000000000E+00  0.291449433317E-18  0.157164866287E+01  0.651351480638E-02
  0.157816217768E+01  0.997205478401E-09  0.000000000000E+00  0.994418766153E-18  0.157816217768E+01  0.651351480638E-02
  0.158467569248E+01  0.185579000237E-08  0.000000000000E+00  0.344395653291E-17  0.158467569248E+01  0.651351480638E-02
  0.159118920729E+01  0.339271912319E-08  0.000000000000E+00  0.115105430488E-16  0.159118920729E+01  0.651351480638E-02
  0.159770272210E+01  0.618422544776E-08  0.000000000000E+00  0.382446443887E-16  0.159770272210E+01  0.651351480638E-02
  0.160421623690E+01  0.111365899521E-07  0.000000000000E+00  0.124023635762E-15  0.160421623690E+01  0.651351480638E-02
  0.161072975171E+01  0.199174475824E-07  0.000000000000E+00  0.396704718196E-15  0.161072975171E+01  0.651351480638E-02
  0.161724326651E+01  0.352564158423E-07  0.000000000000E+00  0.124301485804E-14  0.161724326651E+01  0.651351480638E-02
  0.162375678132E+01  0.618824702409E-07  0.000000000000E+00  0.382944012311E-14  0.162375678132E+01  0.651351480638E-02
  0.163027029613E+01  0.107556041930E-06  0.000000000000E+00  0.115683021556E-13  0.163027029613E+01  0.651351480638E-02
  0.163678381093E+01  0.185229543057E-06  0.000000000000E+00  0.343099836212E-13  0.163678381093E+01  0.651351480638E-02
  0.164329732574E+01  0.315895657966E-06  0.000000000000E+00  0.997900667219E-13  0.164329732574E+01  0.651351480638E-02
  0.164981084055E+01  0.533600260665E-06  0.000000000000E+00  0.284729238182E-12  0.164981084055E+01  0.651351480638E-02
  0.165632435535E+01  0.892503597154E-06  0.000000000000E+00  0.796562670933E-12  0.165632435535E+01  0.651351480638E-02
  0.166283787016E+01  0.147822943824E-05  0.000000000000E+00  0.218516227208E-11  0.166283787016E+01  0.651351480638E-02
  0.166935138497E+01  0.242410293023E-05  0.000000000000E+00  0.587627501635E-11  0.166935138497E+01  0.651351480638E-02
  0.167586489977E+01  0.393580299314E-05  0.000000000000E+00  0.154905452008E-10  0.167586489977E+01  0.651351480638E-02
  0.168237841458E+01  0.632637562244E-05  0.000000000000E+00  0.400230285162E-10  0.168237841458E+01  0.651351480638E-02
  0.168889192939E+01  0.100671962132E-04  0.000000000000E+00  0.101348439595E-09  0.168889192939E+01  0.651351480638E-02
  0.169540544419E+01  0.158590417136E-04  0.000000000000E+00  0.251509204074E-09  0.169540544419E+01  0.651351480638E-02
  0.170191895900E+01  0.247319171250E-04  0.000000000000E+00  0.611667724678E-09  0.170191895900E+01  0.651351480638E-02
  0.170843247380E+01  0.381810399327E-04  0.000000000000E+00  0.145779181034E-08  0.170843247380E+01  0.651351480638E-02
  0.171494598861E+01  0.583517477496E-04  0.000000000000E+00  0.340492646543E-08  0.171494598861E+01  0.651351480638E-02
  0.172145950342E+01  0.882849540398E-04  0.000000000000E+00  0.779423310981E-08  0.172145950342E+01  0.651351480638E-02
  0.172797301822E+01  0.132240937160E-03  0.000000000000E+00  0.174876654609E-07  0.172797301822E+01  0.651351480638E-02
  0.173448653303E+01  0.196118029794E-03  0.000000000000E+00  0.384622816104E-07  0.173448653303E+01  0.651351480638E-02
  0.174100004784E+01  0.287989667028E-03  0.000000000000E+00  0.829380483147E-07  0.174100004784E+01  0.651351480638E-02
  0.174751356264E+01  0.418781944587E-03  0.000000000000E+00  0.175378317112E-06  0.174751356264E+01  0.651351480638E-02
  0.175402707745E+01  0.603121860684E-03  0.000000000000E+00  0.363755978835E-06  0.175402707745E+01  0.651351480638E-02
  0.176054059226E+01  0.860384287398E-03  0.000000000000E+00  0.740261122002E-06  0.176054059226E+01  0.651351480638E-02
  0.176705410706E+01  0.121596562587E-02  0.000000000000E+00  0.147857240330E-05  0.176705410706E+01  0.651351480638E-02
  0.177356762187E+01  0.170280536004E-02  0.000000000000E+00  0.289954609417E-05  0.177356762187E+01  0.651351480638E-02
  0.178008113667E+01  0.236318337540E-02  0.000000000000E+00  0.558463566575E-05  0.178008113667E+01  0.651351480638E-02
  0.178659465148E+01  0.325080774073E-02  0.000000000000E+00  0.105677509672E-04  0.178659465148E+01  0.651351480638E-02
  0.179310816629E+01  0.443320434942E-02  0.000000000000E+00  0.196533008037E-04  0.179310816629E+01  0.651351480638E-02
  0.179962168109E+01  0.599440000572E-02  0.000000000000E+00  0.359328314286E-04  0.179962168109E+01  0.651351480638E-02
  0.180613519590E+01  0.803788006635E-02  0.000000000000E+00  0.646075159611E-04  0.180613519590E+01  0.651351480638E-02
  0.181264871071E+01  0.106897710017E-01  0.000000000000E+00  0.114271204069E-03  0.181264871071E+01  0.651351480638E-02
  0.181916222551E+01  0.141021771822E-01  0.000000000000E+00  0.198871401277E-03  0.181916222551E+01  0.651351480638E-02
  0.182567574032E+01  0.184565563477E-01  0.000000000000E+00  0.340644472216E-03  0.182567574032E+01  0.651351480638E-02
  0.183218925513E+01  0.239669837267E-01  0.000000000000E+00  0.574416308958E-03  0.183218925513E+01  0.651351480638E-02
  0.183870276993E+01  0.308830928854E-01  0.000000000000E+00  0.953765426169E-03  0.183870276993E+01  0.651351480638E-02
  0.184521628474E+01  0.394924317022E-01  0.000000000000E+00  0.155965216175E-02  0.184521628474E+01  0.651351480638E-02
  0.185172979954E+01  0.501218910242E-01  0.000000000000E+00  0.251220395984E-02  0.185172979954E+01  0.651351480638E-02
  0.185824331435E+01  0.631378190565E-01  0.000000000000E+00  0.398638419521E-02  0.185824331435E+01  0.651351480638E-02
  0.186475682916E+01  0.789445880747E-01  0.000000000000E+00  0.623224798628E-02  0.186475682916E+01  0.651351480638E-02
  0.187127034396E+01  0.979815238340E-01  0.000000000000E+00  0.960037901284E-02  0.187127034396E+01  0.651351480638E-02
  0.187778385877E+01  0.120717833524E+00  0.000000000000E+00  0.145727953307E-01  0.187778385877E+01  0.651351480638E-02
