  0.100000000000E+01  0.278777350727E-08  0.000000000000E+00  0.777168112782E-17
  0.103410393013E+01  0.146208779304E-06  0.000000000000E+00  0.213770071456E-13
  0.106820786026E+01  0.928719351290E-07  0.000000000000E+00  0.862519633461E-14
  0.110231179038E+01 -0.256768874632E-06  0.000000000000E+00  0.659302549800E-13
  0.113641572051E+01 -0.105743910640E-05  0.000000000000E+00  0.111817746373E-11
  0.117051965064E+01 -0.335238467073E-05  0.000000000000E+00  0.112384829805E-10
  0.120462358077E+01 -0.111293037288E-04  0.000000000000E+00  0.123861401488E-09
  0.123872751090E+01 -0.361141461357E-04  0.000000000000E+00  0.130423155111E-08
  0.127283144102E+01 -0.109053486281E-03  0.000000000000E+00  0.118926628700E-07
  0.130693537115E+01 -0.304816488802E-03  0.000000000000E+00  0.929130918456E-07
  0.134103930128E+01 -0.793003279291E-03  0.000000000000E+00  0.628854200966E-06
  0.137514323141E+01 -0.192932910533E-02  0.000000000000E+00  0.372231079669E-05
  0.140924716153E+01 -0.440275242205E-02  0.000000000000E+00  0.193842288898E-04
  0.144335109166E+01 -0.944413669669E-02  0.000000000000E+00  0.891917179457E-04
  0.147745502179E+01 -0.190784647228E-01  0.000000000000E+00  0.363987816180E-03
  0.151155895192E+01 -0.363614982628E-01  0.000000000000E+00  0.132215855591E-02
  0.154566288205E+01 -0.654890760162E-01  0.000000000000E+00  0.428881907746E-02
  0.157976681217E+01 -0.111621744768E+00  0.000000000000E+00  0.124594139050E-01
  0.161387074230E+01 -0.180259657541E+00  0.000000000000E+00  0.324935441369E-01
  0.164797467243E+01 -0.276064793901E+00  0.000000000000E+00  0.762117704318E-01
  0.168207860256E+01 -0.401175556706E+00  0.000000000000E+00  0.160941827298E+00
  0.171618253269E+01 -0.553274336333E+00  0.000000000000E+00  0.306112491245E+00
  0.175028646281E+01 -0.723891247354E+00  0.000000000000E+00  0.524018537995E+00
  0.178439039294E+01 -0.897565935459E+00  0.000000000000E+00  0.805624608497E+00
  0.181849432307E+01 -0.105245445671E+01  0.000000000000E+00  0.110766038346E+01
  0.185259825320E+01 -0.116271335413E+01  0.000000000000E+00  0.135190234387E+01
  0.188670218333E+01 -0.120254850180E+01  0.000000000000E+00  0.144612289917E+01
  0.192080611345E+01 -0.115129526985E+01  0.000000000000E+00  0.132548079837E+01
  0.195491004358E+01 -0.998465536575E+00  0.000000000000E+00  0.996933427728E+00
  0.198901397371E+01 -0.747517814038E+00  0.000000000000E+00  0.558782882304E+00
  0.202311790384E+01 -0.417272582439E+00  0.000000000000E+00  0.174116408056E+00
  0.205722183396E+01 -0.403885463094E-01  0.000000000000E+00  0.163123467299E-02
  0.209132576409E+01  0.340992041670E+00  0.000000000000E+00  0.116275572483E+00
  0.212542969422E+01  0.681628282405E+00  0.000000000000E+00  0.464617115375E+00
  0.215953362435E+01  0.940302574548E+00  0.000000000000E+00  0.884168931703E+00
  0.219363755448E+01  0.108622876743E+01  0.000000000000E+00  0.117989293520E+01
  0.222774148460E+01  0.110350172286E+01  0.000000000000E+00  0.121771605235E+01
  0.226184541473E+01  0.992835027846E+00  0.000000000000E+00  0.985721392518E+00
  0.229594934486E+01  0.770459714837E+00  0.000000000000E+00  0.593608172187E+00
  0.233005327499E+01  0.464647077291E+00  0.000000000000E+00  0.215896906435E+00
  0.236415720512E+01  0.110734642007E+00  0.000000000000E+00  0.122621609404E-01
  0.239826113524E+01 -0.254296618066E+00  0.000000000000E+00  0.646667699596E-01
  0.243236506537E+01 -0.596722235812E+00  0.000000000000E+00  0.356077426712E+00
  0.246646899550E+01 -0.889740494847E+00  0.000000000000E+00  0.791638148170E+00
  0.250057292563E+01 -0.111554596024E+01  0.000000000000E+00  0.124444278941E+01
  0.253467685576E+01 -0.126579995190E+01  0.000000000000E+00  0.160224951824E+01
  0.256878078588E+01 -0.134076122412E+01  0.000000000000E+00  0.179764066011E+01
  0.260288471601E+01 -0.134750116202E+01  0.000000000000E+00  0.181575938166E+01
  0.263698864614E+01 -0.129767295880E+01  0.000000000000E+00  0.168395510799E+01
  0.267109257627E+01 -0.120525556545E+01  0.000000000000E+00  0.145264097806E+01
  0.270519650639E+01 -0.108458581741E+01  0.000000000000E+00  0.117632639533E+01
  0.273930043652E+01 -0.948862615444E+00  0.000000000000E+00  0.900340262987E+00
  0.277340436665E+01 -0.809185242221E+00  0.000000000000E+00  0.654780756229E+00
  0.280750829678E+01 -0.674092953542E+00  0.000000000000E+00  0.454401310016E+00
  0.284161222691E+01 -0.549512837155E+00  0.000000000000E+00  0.301964358198E+00
  0.287571615703E+01 -0.438996407210E+00  0.000000000000E+00  0.192717845543E+00
  0.290982008716E+01 -0.344125539264E+00  0.000000000000E+00  0.118422386774E+00
  0.294392401729E+01 -0.264985860906E+00  0.000000000000E+00  0.702175064800E-01
  0.297802794742E+01 -0.200631683089E+00  0.000000000000E+00  0.402530722593E-01
  0.301213187755E+01 -0.149493984861E+00  0.000000000000E+00  0.223484515097E-01
  0.304623580767E+01 -0.109707222422E+00  0.000000000000E+00  0.120356746515E-01
  0.308033973780E+01 -0.793493806313E-01  0.000000000000E+00  0.629632420657E-02
  0.311444366793E+01 -0.566020347868E-01  0.000000000000E+00  0.320379034200E-02
  0.314854759806E+01 -0.398438324181E-01  0.000000000000E+00  0.158753098176E-02
  0.318265152819E+01 -0.276930825556E-01  0.000000000000E+00  0.766906821429E-03
  0.321675545831E+01 -0.190146004399E-01  0.000000000000E+00  0.361555029888E-03
  0.325085938844E+01 -0.129038999761E-01  0.000000000000E+00  0.166510634592E-03
  0.328496331857E+01 -0.865911892736E-02  0.000000000000E+00  0.749803405982E-04
  0.331906724870E+01 -0.574821445663E-02  0.000000000000E+00  0.330419694394E-04
  0.335317117882E+01 -0.377632822735E-02  0.000000000000E+00  0.142606548807E-04
  0.338727510895E+01 -0.245607229112E-02  0.000000000000E+00  0.603229109921E-05
  0.342137903908E+01 -0.158198885307E-02  0.000000000000E+00  0.250268873125E-05
  0.345548296921E+01 -0.100954529110E-02  0.000000000000E+00  0.101918169478E-05
  0.348958689934E+01 -0.638531538444E-03  0.000000000000E+00  0.407722525588E-06
  0.352369082946E+01 -0.400413496162E-03  0.000000000000E+00  0.160330967909E-06
  0.355779475959E+01 -0.248977739544E-03  0.000000000000E+00  0.619899147884E-07
