          51               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          52               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          53   (5.39254647843672730E-013,5.73404302916036346E-013)  (-1.71562451791074011E-014,3.78776544540773863E-013)  (-1.74408381899516162E-003,1.32519189552162656E-003)
          54   (1.51355548258433389E-012,1.13102456066086202E-013) (-1.91888182492924439E-012,-1.49356836589232442E-013)  (1.90306891014407239E-006,-2.43994963576335190E-006)
          55               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          56  (2.97184896692940790E-012,-1.03580591757829042E-011)  (1.46501641616770076E-012,-5.24916344732443644E-012) (-8.61069762176747307E-003,-5.30809941509485642E-004)
          57  (2.04992490450260758E-004,-8.33241189760343262E-004)  (5.64424196301548586E-018,-4.06026454202009618E-018)  (-8.06964282717259491E-015,2.75717155738780385E-014)
          58   (8.34867175422997730E-003,2.73225940500384980E-003) (-2.72889812380890698E-017,-2.52466412783801073E-017)  (-2.18002953293408897E-013,2.70541407000645049E-014)
          59 (-7.59424953400236916E-017,-2.86026065443848673E-017)   (4.38677094600561646E-002,1.10410620051080034E-002)   (8.09634764016127427E-014,6.06504724376120623E-013)
          60  (-1.16741370932665764E-013,1.01410999928510172E-013) (-9.83624912554876710E-014,-7.31338730293989053E-015) (-4.25766228451355871E-004,-8.08122167612898047E-004)
          61  (-1.87001874834845927E-002,3.60033162162693432E-002)  (7.77704431143162952E-017,-8.09224176648320548E-017)  (-1.37011568103026910E-013,5.87391906405565061E-013)
          62               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          63 (-2.59192754070411207E-003,-2.36484541467963939E-004)  (6.40045184868303643E-018,-4.63042761579058148E-018)  (1.65604544884858283E-014,-1.51357725086968978E-014)
          64 (-3.84610041294857407E-003,-5.55758638537072122E-003)  (6.49286930263900208E-016,-1.68884258335001915E-016)  (-4.44520316253340548E-013,8.33707043945534812E-013)
          65  (3.81048524983047234E-012,-2.62491732123910192E-014)   (1.74616742959441080E-011,1.07907834852970605E-014) (-9.15958549202167794E-006,-9.34130132676890493E-006)
          66               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          67   (2.24967881120648083E-016,1.21523636843159983E-016)   (2.99501474597810378E-003,1.15065620555517955E-002)   (2.46042542161743483E-011,2.98776909926393829E-012)
          68 (-4.10350550159661945E-002,-1.06374393279379982E-002) (-2.68944528889088169E-016,-1.77797545273998902E-016)  (1.56726267089632028E-012,-3.34011317612858203E-013)
          69 (-3.70691603650909108E-017,-7.01278414085507306E-018) (-4.89609996429105467E-004,-1.91582934851304565E-003) (-4.82568139936546936E-012,-7.80393196623011218E-013)
          70  (1.54355402479604935E-002,-2.65670172230324155E-003)   (1.12211790731634624E-015,3.12352753573038368E-016)  (2.29733540421255980E-013,-1.84904495007928650E-013)
          71               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          72               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
