  0.150000000000E+01  0.281371240128E-12  0.000000000000E+00  0.791697747713E-25  0.150000000000E+01  0.000000000000E+00
  0.150650916570E+01  0.112245754827E-11  0.000000000000E+00  0.125991094768E-23  0.150650916570E+01  0.650916570281E-02
  0.151301833141E+01  0.144427461248E-11  0.000000000000E+00  0.208592915626E-23  0.151301833141E+01  0.650916570281E-02
  0.151952749711E+01  0.196628333709E-11  0.000000000000E+00  0.386627016171E-23  0.151952749711E+01  0.650916570281E-02
  0.152603666281E+01  0.446899275712E-11  0.000000000000E+00  0.199718962632E-22  0.152603666281E+01  0.650916570281E-02
  0.153254582851E+01  0.104021025731E-10  0.000000000000E+00  0.108203737942E-21  0.153254582851E+01  0.650916570281E-02
  0.153905499422E+01  0.213046746839E-10  0.000000000000E+00  0.453889163388E-21  0.153905499422E+01  0.650916570281E-02
  0.154556415992E+01  0.416472739857E-10  0.000000000000E+00  0.173449543044E-20  0.154556415992E+01  0.650916570281E-02
  0.155207332562E+01  0.821598614729E-10  0.000000000000E+00  0.675024283725E-20  0.155207332562E+01  0.650916570281E-02
  0.155858249133E+01  0.162938895351E-09  0.000000000000E+00  0.265490836183E-19  0.155858249133E+01  0.650916570281E-02
  0.156509165703E+01  0.319744640443E-09  0.000000000000E+00  0.102236635092E-18  0.156509165703E+01  0.650916570281E-02
  0.157160082273E+01  0.618963440724E-09  0.000000000000E+00  0.383115740953E-18  0.157160082273E+01  0.650916570281E-02
  0.157810998843E+01  0.118587445886E-08  0.000000000000E+00  0.140629823217E-17  0.157810998843E+01  0.650916570281E-02
  0.158461915414E+01  0.225226134145E-08  0.000000000000E+00  0.507268115020E-17  0.158461915414E+01  0.650916570281E-02
  0.159112831984E+01  0.423797550500E-08  0.000000000000E+00  0.179604363809E-16  0.159112831984E+01  0.650916570281E-02
  0.159763748554E+01  0.789495493358E-08  0.000000000000E+00  0.623303134032E-16  0.159763748554E+01  0.650916570281E-02
  0.160414665124E+01  0.145590461923E-07  0.000000000000E+00  0.211965826031E-15  0.160414665124E+01  0.650916570281E-02
  0.161065581695E+01  0.265788136376E-07  0.000000000000E+00  0.706433334382E-15  0.161065581695E+01  0.650916570281E-02
  0.161716498265E+01  0.480328831276E-07  0.000000000000E+00  0.230715786155E-14  0.161716498265E+01  0.650916570281E-02
  0.162367414835E+01  0.859184380681E-07  0.000000000000E+00  0.738197800006E-14  0.162367414835E+01  0.650916570281E-02
  0.163018331406E+01  0.152100248768E-06  0.000000000000E+00  0.231344856753E-13  0.163018331406E+01  0.650916570281E-02
  0.163669247976E+01  0.266463834374E-06  0.000000000000E+00  0.710029750293E-13  0.163669247976E+01  0.650916570281E-02
  0.164320164546E+01  0.461942641683E-06  0.000000000000E+00  0.213391004205E-12  0.164320164546E+01  0.650916570281E-02
  0.164971081116E+01  0.792423697102E-06  0.000000000000E+00  0.627935315729E-12  0.164971081116E+01  0.650916570281E-02
  0.165621997687E+01  0.134501755832E-05  0.000000000000E+00  0.180907223219E-11  0.165621997687E+01  0.650916570281E-02
  0.166272914257E+01  0.225884974265E-05  0.000000000000E+00  0.510240215985E-11  0.166272914257E+01  0.650916570281E-02
  0.166923830827E+01  0.375344877923E-05  0.000000000000E+00  0.140883777383E-10  0.166923830827E+01  0.650916570281E-02
  0.167574747398E+01  0.617104982030E-05  0.000000000000E+00  0.380818558846E-10  0.167574747398E+01  0.650916570281E-02
  0.168225663968E+01  0.100387950332E-04  0.000000000000E+00  0.100777405718E-09  0.168225663968E+01  0.650916570281E-02
  0.168876580538E+01  0.161589945438E-04  0.000000000000E+00  0.261113104665E-09  0.168876580538E+01  0.650916570281E-02
  0.169527497108E+01  0.257384292794E-04  0.000000000000E+00  0.662466741772E-09  0.169527497108E+01  0.650916570281E-02
  0.170178413679E+01  0.405712758872E-04  0.000000000000E+00  0.164602842711E-08  0.170178413679E+01  0.650916570281E-02
  0.170829330249E+01  0.632947653852E-04  0.000000000000E+00  0.400622732517E-08  0.170829330249E+01  0.650916570281E-02
  0.171480246819E+01  0.977417765142E-04  0.000000000000E+00  0.955345487615E-08  0.171480246819E+01  0.650916570281E-02
  0.172131163390E+01  0.149420225375E-03  0.000000000000E+00  0.223264037511E-07  0.172131163390E+01  0.650916570281E-02
  0.172782079960E+01  0.226156325636E-03  0.000000000000E+00  0.511466836251E-07  0.172782079960E+01  0.650916570281E-02
  0.173432996530E+01  0.338946130411E-03  0.000000000000E+00  0.114884479321E-06  0.173432996530E+01  0.650916570281E-02
