002.000000000	000.000000000	000.000000000	000.000000000
003.000000000	000.672061317	000.000000000	000.000000000
004.000000000	001.587350912	000.000000000	000.000000000
005.000000000	001.952019267	000.100206792	000.100206792
006.000000000	002.154665872	000.158189375	000.158189375
007.000000000	002.276192759	000.189153546	000.189153546
008.000000000	002.349925304	000.208740092	000.208740092
009.000000000	002.393022985	000.221864184	000.221864184
010.000000000	002.415454788	000.230848172	000.230848172
011.000000000	002.423473203	000.236996385	000.236996385
012.000000000	002.421212967	000.241117617	000.241117617
013.000000000	002.411516121	000.243746900	000.243746900
014.000000000	002.396394223	000.245254723	000.245254723
015.000000000	002.377303806	000.245906509	000.245906509
016.000000000	002.355318667	000.245897472	000.245897472
017.000000000	002.331241879	000.245374214	000.245374214
018.000000000	002.305680956	000.244448705	000.244448705
019.000000000	002.279099654	000.243207662	000.243207662
020.000000000	002.251854468	000.241719026	000.241719026
021.000000000	002.224220847	000.240036546	000.240036546
022.000000000	002.196412327	000.238203093	000.238203093
023.000000000	002.168594714	000.236253095	000.236253095
024.000000000	002.140896718	000.234214362	000.234214362
025.000000000	002.113418013	000.232109462	000.232109462
026.000000000	002.086235423	000.229956783	000.229956783
027.000000000	002.059407691	000.227771351	000.227771351
028.000000000	002.032979203	000.225565470	000.225565470
029.000000000	002.006982899	000.223349233	000.223349233
030.000000000	001.981442582	000.221130921	000.221130921
031.000000000	001.956374739	000.218917328	000.218917328
032.000000000	001.931790002	000.216714019	000.216714019
033.000000000	001.907694317	000.214525544	000.214525544
034.000000000	001.884089880	000.212355610	000.212355610
035.000000000	001.860975898	000.210207217	000.210207217
036.000000000	001.838349205	000.208082780	000.208082780
037.000000000	001.816204756	000.205984225	000.205984225
038.000000000	001.794536034	000.203913062	000.203913062
039.000000000	001.773335382	000.201870460	000.201870460
040.000000000	001.752594272	000.199857296	000.199857296
041.000000000	001.732303521	000.197874203	000.197874203
042.000000000	001.712453477	000.195921612	000.195921612
043.000000000	001.693034157	000.193999781	000.193999781
044.000000000	001.674035375	000.192108823	000.192108823
045.000000000	001.655446832	000.190248734	000.190248734
046.000000000	001.637258197	000.188419405	000.188419405
047.000000000	001.619459174	000.186620646	000.186620646
048.000000000	001.602039546	000.184852197	000.184852197
049.000000000	001.584989219	000.183113740	000.183113740
050.000000000	001.568298259	000.181404912	000.181404912
051.000000000	001.551956907	000.179725310	000.179725310
052.000000000	001.535955606	000.178074500	000.178074500
053.000000000	001.520285015	000.176452025	000.176452025
054.000000000	001.504936015	000.174857410	000.174857410
055.000000000	001.489899719	000.173290163	000.173290163
056.000000000	001.475167478	000.171749785	000.171749785
057.000000000	001.460730880	000.170235769	000.170235769
058.000000000	001.446581753	000.168747602	000.168747602
059.000000000	001.432712162	000.167284773	000.167284773
060.000000000	001.419114408	000.165846770	000.165846770
061.000000000	001.405781025	000.164433082	000.164433082
062.000000000	001.392704775	000.163043204	000.163043204
063.000000000	001.379878646	000.161676634	000.161676634
064.000000000	001.367295843	000.160332877	000.160332877
065.000000000	001.354949786	000.159011444	000.159011444
066.000000000	001.342834104	000.157711855	000.157711855
067.000000000	001.330942627	000.156433637	000.156433637
068.000000000	001.319269384	000.155176323	000.155176323
069.000000000	001.307808593	000.153939460	000.153939460
070.000000000	001.296554657	000.152722598	000.152722598
071.000000000	001.285502161	000.151525302	000.151525302
072.000000000	001.274645861	000.150347141	000.150347141
073.000000000	001.263980680	000.149187697	000.149187697
074.000000000	001.253501707	000.148046560	000.148046560
075.000000000	001.243204185	000.146923329	000.146923329
076.000000000	001.233083507	000.145817613	000.145817613
077.000000000	001.223135215	000.144729031	000.144729031
078.000000000	001.213354990	000.143657209	000.143657209
079.000000000	001.203738652	000.142601783	000.142601783
080.000000000	001.194282149	000.141562399	000.141562399
081.000000000	001.184981557	000.140538710	000.140538710
082.000000000	001.175833076	000.139530378	000.139530378
083.000000000	001.166833020	000.138537075	000.138537075
084.000000000	001.157977821	000.137558480	000.137558480
085.000000000	001.149264019	000.136594279	000.136594279
086.000000000	001.140688259	000.135644168	000.135644168
087.000000000	001.132247289	000.134707849	000.134707849
088.000000000	001.123937956	000.133785032	000.133785032
089.000000000	001.115757200	000.132875436	000.132875436
090.000000000	001.107702055	000.131978784	000.131978784
091.000000000	001.099769643	000.131094809	000.131094809
092.000000000	001.091957170	000.130223250	000.130223250
093.000000000	001.084261925	000.129363850	000.129363850
094.000000000	001.076681277	000.128516363	000.128516363
095.000000000	001.069212671	000.127680546	000.127680546
096.000000000	001.061853627	000.126856163	000.126856163
097.000000000	001.054601736	000.126042983	000.126042983
098.000000000	001.047454657	000.125240784	000.125240784
099.000000000	001.040410117	000.124449346	000.124449346
100.000000000	001.033465906	000.123668456	000.123668456
101.000000000	001.026619879	000.122897907	000.122897907
102.000000000	001.019869948	000.122137495	000.122137495
103.000000000	001.013214084	000.121387024	000.121387024
104.000000000	001.006650314	000.120646300	000.120646300
