 vp =            0 v_pp =            0 D =    12679547.048693078     

 vp =            0 v_pp =            1 D =    6530019.8674456635     

 vp =            0 v_pp =            2 D =    1010062.9808744905     

 vp =            0 v_pp =            3 D =    6008.4751812820678     

 vp =            1 v_pp =            0 D =    3954261.7136352286     

 vp =            1 v_pp =            1 D =    4629375.3269751621     

 vp =            1 v_pp =            2 D =    7951005.3124881554     

 vp =            1 v_pp =            3 D =    2934915.6196926082     

 vp =            2 v_pp =            0 D =    783522.07932794269     

 vp =            2 v_pp =            1 D =    5057489.5163872810     

 vp =            2 v_pp =            2 D =    1736620.9478832267     

 vp =            2 v_pp =            3 D =    11462649.061548017     

 vp =            3 v_pp =            0 D =    157055.89625867223     

 vp =            3 v_pp =            1 D =    2166597.8534463015     

 vp =            3 v_pp =            2 D =    3361714.5508927479     

 vp =            3 v_pp =            3 D =    571361.94340717222     

