    1.4   -107.9011739   -107.9000262   -107.3845587   -107.3845587   -107.6939545   -107.6939545
    1.50   -108.2452029   -108.2226989   -107.7563311   -107.7563311   -108.0722257   -108.0722257
   1.55   -108.3742057   -108.3413000   -107.8997573   -107.8997573   -108.2160332   -108.2160332
   1.60   -108.4801644   -108.4371857   -108.0202849   -108.0202849   -108.3355832   -108.3355832
   1.65   -108.5665396   -108.5138743   -108.1212195   -108.1212195   -108.4345103   -108.4345103
   1.75   -108.6919333   -108.6211722   -108.2751910   -108.2751910   -108.5823984   -108.5823984
   1.80   -108.7356364   -108.6564938   -108.3327166   -108.3327166   -108.6362334   -108.6362334
   1.85   -108.7692439   -108.6821720   -108.3797434   -108.3797435   -108.6793248   -108.6793248
   1.90   -108.7943372   -108.6997928   -108.4178098   -108.4178098   -108.7133090   -108.7133090
   1.95   -108.8122717   -108.7107186   -108.4482456   -108.4482456   -108.7395865   -108.7395866
   2.00   -108.8242094   -108.7161242   -108.4722040   -108.4722040   -108.7593568   -108.7593568
   2.05   -108.8311471   -108.7170281   -108.4906906   -108.4906906   -108.7736481   -108.7736481
   2.10   -108.8339403   -108.7143200   -108.5045933   -108.5045933   -108.7833426   -108.7833426
   2.12   -108.8340652   -108.7124042   -108.5090546   -108.5090546   -108.7861069   -108.7861069
   2.13   -108.8339366   -108.7112915   -108.5110754   -108.5110754   -108.7872729   -108.7872729
   2.14   -108.8336874   -108.7100831   -108.5129654   -108.5129654   -108.7883018   -108.7883018
   2.15   -108.8333225   -108.7087844   -108.5147319   -108.5147319   -108.7891989   -108.7891989
   2.20   -108.8299190   -108.7011203   -108.5220654   -108.5220654   -108.7918817   -108.7918817
   2.25   -108.8239741   -108.6916324   -108.5307821   -108.5307820   -108.7924262   -108.7924262
   2.30   -108.8165467   -108.6815393   -108.5451347   -108.5451347   -108.7902801   -108.7902801
   2.35   -108.8077655   -108.6711087   -108.5573633   -108.5573633   -108.7863615   -108.7863615
   2.40   -108.7979485   -108.6608047   -108.5673275   -108.5673275   -108.7810308   -108.7810308
    2.5   -108.7763068   -108.6420835   -108.5815179   -108.5815179   -108.7672739   -108.7672739
    2.6   -108.7534293   -108.6270714   -108.5897629   -108.5897629   -108.7508739   -108.7508739
    2.7   -108.7305948   -108.6153953   -108.5937195   -108.5937195   -108.7331521   -108.7331521
    2.8   -108.7086783   -108.6058613   -108.5946383   -108.5946383   -108.7150306   -108.7150306
    2.9   -108.6882451   -108.5975633   -108.5934482   -108.5934482   -108.6971416   -108.6971416
    3.0   -108.6696191   -108.5900357   -108.5908309   -108.5908309   -108.6799079   -108.6799079
    3.1   -108.6529338   -108.5830703   -108.5872812   -108.5872812   -108.6636014   -108.6636014
    3.2   -108.6381756   -108.5765731   -108.5831549   -108.5831549   -108.6483845   -108.6483845
    3.3   -108.6252249   -108.5704945   -108.5787052   -108.5787052   -108.6343407   -108.6343407
    3.4   -108.6138960   -108.5648026   -108.5741105   -108.5741105   -108.6214952   -108.6214952
    3.5   -108.6039745   -108.5594728   -108.5694947   -108.5694947   -108.6098301   -108.6098301
    3.6   -108.5952466   -108.5544852   -108.5649425   -108.5649425   -108.5992952   -108.5992952
    3.7   -108.5875181   -108.5498233   -108.5605109   -108.5605109   -108.5898173   -108.5898173
    3.8   -108.5806232   -108.5454731   -108.5562371   -108.5562371   -108.5813085   -108.5813085
    3.9   -108.5744265   -108.5414228   -108.5521451   -108.5521451   -108.5736739   -108.5736739
    4.0   -108.5688202   -108.5376619   -108.5482501   -108.5482501   -108.5668187   -108.5668187
    4.1   -108.5637196   -108.5341808   -108.5445614   -108.5445614   -108.5606537   -108.5606537
    4.2   -108.5590578   -108.5309703   -108.5410845   -108.5410845   -108.5550987   -108.5550987
    4.3   -108.5547821   -108.5280212   -108.5378224   -108.5378224   -108.5500841   -108.5500841
    4.4   -108.5508501   -108.5253240   -108.5347759   -108.5347759   -108.5455510   -108.5455510
    4.5   -108.5472273   -108.5228692   -108.5319445   -108.5319446   -108.5414503   -108.5414503
    4.6   -108.5438850   -108.5206465   -108.5293262   -108.5293262   -108.5377409   -108.5377409
    4.7   -108.5407989   -108.5186454   -108.5269172   -108.5269172   -108.5343879   -108.5343879
    4.8   -108.5379483   -108.5168546   -108.5247123   -108.5247123   -108.5313614   -108.5313614
    4.9   -108.5353151   -108.5152622   -108.5227048   -108.5227048   -108.5286348   -108.5286348
    5.0   -108.5328835   -108.5138560   -108.5208863   -108.5208864   -108.5261840   -108.5261840
    5.2   -108.5285691   -108.5115500   -108.5177771   -108.5177771   -108.5220216   -108.5220216
    5.4   -108.5249070   -108.5098300   -108.5152965   -108.5152965   -108.5187093   -108.5187093
    5.6   -108.5218134   -108.5085890   -108.5133486   -108.5133486   -108.5160984   -108.5160984
    5.8   -108.5192145   -108.5077248   -108.5118383   -108.5118383   -108.5140564   -108.5140564
    6.0   -108.5170427   -108.5071464   -108.5106784   -108.5106784   -108.5124686   -108.5124686
    6.5   -108.5130907   -108.5064828   -108.5088467   -108.5088467   -108.5098937   -108.5098937
    7.0   -108.5106341   -108.5063564   -108.5079205   -108.5079205   -108.5085315   -108.5085316
    7.5   -108.5091070   -108.5063904   -108.5074423   -108.5074422   -108.5077979   -108.5077979
    8.0   -108.5081468   -108.5064425   -108.5071843   -108.5071843   -108.5073909   -108.5073909
