 vp =            0 v_pp =            0 D =   0.46621587513165785     

 vp =            0 v_pp =            1 D =   0.34271257172449660     

 vp =            0 v_pp =            2 D =   0.14221729767696883     

 vp =            0 v_pp =            3 D =    4.8483167372658120E-002

 vp =            1 v_pp =            0 D =   0.38795745850979252     

 vp =            1 v_pp =            1 D =    2.4832303620731251E-002

 vp =            1 v_pp =            2 D =   0.23359777483027611     

 vp =            1 v_pp =            3 D =   0.22850851570790276     

 vp =            2 v_pp =            0 D =   0.13848513687693853     

 vp =            2 v_pp =            1 D =   0.31292080567834574     

 vp =            2 v_pp =            2 D =    2.0973827937665508E-002

 vp =            2 v_pp =            3 D =    5.7928462436732435E-002

 vp =            3 v_pp =            0 D =    2.2493408465638302E-002

 vp =            3 v_pp =            1 D =   0.24947833324618959     

 vp =            3 v_pp =            2 D =   0.22427186077022976     

 vp =            3 v_pp =            3 D =   0.20205777878718956     

